"","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallDuration","CallHour","AgeBucket","BalanceBucket"
"888",888,51,"blue-collar","married","primary","0",3942,"1","0","unknown",17,"jun",3,-1,0,"unknown",363,"17","(48.8,56.5]","AboveAverage"
"889",889,36,"management","married","tertiary","0",2178,"1","0","cellular",14,"may",3,-1,0,"unknown",75,"16","(33.4,41.1]","AboveAverage"
"890",890,45,"admin.","married","secondary","0",3493,"1","0","cellular",8,"jul",1,-1,0,"unknown",498,"10","(41.1,48.8]","AboveAverage"
"891",891,51,"technician","married","secondary","1",61,"0","1","telephone",30,"jul",20,-1,0,"unknown",27,"17","(48.8,56.5]","BelowAverage"
"892",892,30,"services","married","secondary","0",-95,"1","1","unknown",26,"may",3,-1,0,"unknown",306,"15","(25.7,33.4]","Negative"
"893",893,47,"technician","single","unknown","0",-213,"1","0","unknown",26,"may",1,-1,0,"unknown",168,"11","(41.1,48.8]","Negative"
"894",894,26,"blue-collar","married","secondary","0",2005,"1","0","unknown",27,"may",3,-1,0,"unknown",224,"13","(25.7,33.4]","AboveAverage"
"895",895,62,"retired","married","primary","0",1084,"0","0","cellular",14,"apr",1,-1,0,"unknown",505,"17","(56.5,64.2]","BelowAverage"
"896",896,37,"management","married","tertiary","0",630,"0","0","cellular",30,"apr",1,87,1,"success",315,"15","(33.4,41.1]","BelowAverage"
"897",897,43,"management","married","tertiary","0",3518,"0","0","cellular",15,"jun",2,-1,0,"unknown",181,"12","(41.1,48.8]","AboveAverage"
"898",898,71,"retired","married","tertiary","0",653,"0","0","telephone",3,"sep",1,189,1,"success",471,"13","(64.2,71.9]","BelowAverage"
"899",899,37,"technician","married","secondary","0",474,"1","0","cellular",14,"apr",1,322,1,"failure",85,"12","(33.4,41.1]","BelowAverage"
"900",900,39,"technician","married","secondary","0",768,"1","1","unknown",27,"may",4,-1,0,"unknown",171,"10","(33.4,41.1]","BelowAverage"
"901",901,34,"blue-collar","married","secondary","0",-436,"1","0","unknown",26,"may",1,-1,0,"unknown",317,"9","(33.4,41.1]","Negative"
"902",902,45,"blue-collar","divorced","primary","0",594,"1","0","unknown",29,"may",2,-1,0,"unknown",833,"12","(41.1,48.8]","BelowAverage"
"903",903,30,"management","married","tertiary","0",14,"0","0","cellular",24,"jul",2,-1,0,"unknown",90,"10","(25.7,33.4]","BelowAverage"
"904",904,30,"student","single","tertiary","0",2539,"0","0","telephone",5,"mar",5,-1,0,"unknown",199,"9","(25.7,33.4]","AboveAverage"
"905",905,32,"services","single","secondary","0",0,"1","0","cellular",31,"jul",13,-1,0,"unknown",99,"13","(25.7,33.4]","Negative"
"906",906,33,"services","married","secondary","0",255,"1","1","cellular",5,"may",4,165,4,"failure",237,"9","(25.7,33.4]","BelowAverage"
"907",907,30,"services","single","secondary","0",-172,"1","1","cellular",17,"apr",4,329,2,"other",282,"14","(25.7,33.4]","Negative"
"908",908,53,"blue-collar","married","primary","0",421,"1","0","cellular",20,"nov",1,-1,0,"unknown",677,"14","(48.8,56.5]","BelowAverage"
"909",909,55,"technician","single","tertiary","0",92,"1","0","unknown",7,"may",3,-1,0,"unknown",118,"10","(48.8,56.5]","BelowAverage"
"910",910,44,"services","married","primary","0",1161,"1","0","unknown",19,"may",5,-1,0,"unknown",110,"15","(41.1,48.8]","BelowAverage"
"911",911,39,"technician","married","tertiary","0",122,"0","0","unknown",20,"jun",5,-1,0,"unknown",44,"16","(33.4,41.1]","BelowAverage"
"912",912,31,"management","married","tertiary","0",430,"1","0","cellular",25,"jul",16,-1,0,"unknown",137,"14","(25.7,33.4]","BelowAverage"
"913",913,48,"blue-collar","divorced","secondary","0",2071,"0","0","cellular",14,"may",1,-1,0,"unknown",127,"17","(41.1,48.8]","AboveAverage"
"914",914,55,"management","married","unknown","0",1504,"1","0","cellular",22,"may",2,-1,0,"unknown",338,"16","(48.8,56.5]","BelowAverage"
"915",915,46,"technician","single","tertiary","0",2739,"0","0","cellular",8,"aug",4,-1,0,"unknown",117,"9","(41.1,48.8]","AboveAverage"
"916",916,31,"management","divorced","tertiary","0",294,"1","0","cellular",17,"jul",5,-1,0,"unknown",536,"14","(25.7,33.4]","BelowAverage"
"917",917,37,"management","single","tertiary","0",62,"1","0","cellular",2,"aug",2,272,8,"success",428,"11","(33.4,41.1]","BelowAverage"
"918",918,56,"housemaid","married","unknown","0",1780,"0","0","cellular",11,"aug",2,-1,0,"unknown",111,"16","(48.8,56.5]","AboveAverage"
"919",919,49,"technician","divorced","tertiary","0",596,"1","0","telephone",15,"sep",1,-1,0,"unknown",722,"15","(48.8,56.5]","BelowAverage"
"920",920,31,"management","married","secondary","0",2294,"0","0","cellular",20,"aug",2,-1,0,"unknown",483,"9","(25.7,33.4]","AboveAverage"
"921",921,32,"technician","single","tertiary","0",654,"1","0","cellular",25,"may",4,-1,0,"unknown",615,"16","(25.7,33.4]","BelowAverage"
"922",922,43,"admin.","married","secondary","0",1138,"0","0","cellular",16,"apr",2,-1,0,"unknown",132,"14","(41.1,48.8]","BelowAverage"
"923",923,43,"services","married","tertiary","0",4216,"0","0","cellular",24,"dec",2,195,2,"success",150,"14","(41.1,48.8]","AboveAverage"
"924",924,52,"blue-collar","married","secondary","0",167,"0","0","unknown",16,"jun",1,-1,0,"unknown",163,"17","(48.8,56.5]","BelowAverage"
"925",925,38,"blue-collar","married","primary","0",3289,"0","0","cellular",20,"nov",2,164,2,"failure",340,"13","(33.4,41.1]","AboveAverage"
"926",926,28,"student","single","secondary","0",2351,"0","0","telephone",22,"oct",1,-1,0,"unknown",157,"15","(25.7,33.4]","AboveAverage"
"927",927,47,"blue-collar","married","primary","0",206,"1","0","unknown",6,"may",1,-1,0,"unknown",152,"13","(41.1,48.8]","BelowAverage"
"928",928,36,"technician","married","secondary","0",494,"1","0","unknown",9,"may",3,-1,0,"unknown",83,"9","(33.4,41.1]","BelowAverage"
"929",929,34,"admin.","married","secondary","0",592,"1","0","unknown",8,"jun",1,-1,0,"unknown",49,"15","(33.4,41.1]","BelowAverage"
"930",930,32,"admin.","married","tertiary","0",227,"0","0","cellular",21,"aug",2,-1,0,"unknown",148,"9","(25.7,33.4]","BelowAverage"
"931",931,30,"blue-collar","single","unknown","0",694,"1","1","cellular",18,"may",1,306,4,"success",599,"14","(25.7,33.4]","BelowAverage"
"932",932,33,"management","married","secondary","0",2858,"1","1","cellular",12,"may",1,298,5,"failure",175,"16","(25.7,33.4]","AboveAverage"
"933",933,36,"management","married","tertiary","0",900,"1","0","unknown",15,"may",2,-1,0,"unknown",475,"17","(33.4,41.1]","BelowAverage"
"934",934,57,"admin.","single","secondary","0",5768,"1","0","unknown",19,"jun",1,-1,0,"unknown",512,"13","(56.5,64.2]","AboveAverage"
"935",935,44,"services","married","secondary","0",1326,"0","0","cellular",30,"jul",1,-1,0,"unknown",96,"11","(41.1,48.8]","BelowAverage"
"936",936,49,"services","divorced","secondary","0",0,"0","0","cellular",28,"jul",2,-1,0,"unknown",412,"16","(48.8,56.5]","Negative"
"937",937,44,"technician","single","tertiary","0",643,"0","0","cellular",26,"may",3,-1,0,"unknown",222,"11","(41.1,48.8]","BelowAverage"
"938",938,36,"management","single","tertiary","0",2646,"0","0","cellular",13,"oct",1,182,10,"success",169,"12","(33.4,41.1]","AboveAverage"
"939",939,28,"student","single","unknown","0",78,"0","0","cellular",28,"jan",2,-1,0,"unknown",554,"15","(25.7,33.4]","BelowAverage"
"940",940,29,"admin.","single","tertiary","0",41,"1","0","cellular",13,"aug",2,-1,0,"unknown",148,"9","(25.7,33.4]","BelowAverage"
"941",941,45,"blue-collar","married","primary","0",5461,"1","0","cellular",20,"nov",2,-1,0,"unknown",841,"16","(41.1,48.8]","AboveAverage"
"942",942,45,"blue-collar","married","primary","0",15515,"0","0","cellular",4,"aug",2,-1,0,"unknown",167,"17","(41.1,48.8]","AboveAverage"
"943",943,32,"management","single","tertiary","0",438,"0","0","cellular",21,"aug",5,-1,0,"unknown",318,"13","(25.7,33.4]","BelowAverage"
"944",944,45,"entrepreneur","married","primary","0",488,"1","0","telephone",28,"jul",11,-1,0,"unknown",90,"11","(41.1,48.8]","BelowAverage"
"945",945,52,"management","married","tertiary","0",7135,"0","0","cellular",19,"aug",3,-1,0,"unknown",1032,"13","(48.8,56.5]","AboveAverage"
"946",946,32,"services","single","secondary","0",-55,"1","0","cellular",15,"apr",1,-1,0,"unknown",601,"16","(25.7,33.4]","Negative"
"947",947,49,"management","married","tertiary","0",403,"0","0","cellular",31,"jul",2,-1,0,"unknown",255,"13","(48.8,56.5]","BelowAverage"
"948",948,53,"technician","divorced","secondary","0",281,"1","0","cellular",17,"apr",2,337,9,"other",171,"10","(48.8,56.5]","BelowAverage"
"949",949,53,"retired","married","secondary","0",-686,"0","1","unknown",2,"jun",3,-1,0,"unknown",255,"17","(48.8,56.5]","Negative"
"950",950,28,"technician","single","secondary","0",313,"0","0","cellular",9,"feb",2,-1,0,"unknown",1183,"9","(25.7,33.4]","BelowAverage"
"951",951,53,"services","divorced","secondary","0",36,"1","1","unknown",2,"jul",1,417,1,"success",25,"12","(48.8,56.5]","BelowAverage"
"952",952,34,"blue-collar","married","primary","0",503,"1","0","unknown",26,"may",2,-1,0,"unknown",120,"9","(33.4,41.1]","BelowAverage"
"953",953,43,"blue-collar","married","secondary","0",1109,"1","0","cellular",2,"feb",3,264,2,"failure",115,"12","(41.1,48.8]","BelowAverage"
"954",954,22,"student","single","secondary","0",1522,"0","0","cellular",30,"oct",2,-1,0,"unknown",368,"15","(17.9,25.7]","AboveAverage"
"955",955,55,"technician","divorced","tertiary","0",264,"1","0","unknown",30,"may",2,-1,0,"unknown",34,"16","(48.8,56.5]","BelowAverage"
"956",956,32,"management","married","tertiary","0",2349,"0","0","cellular",14,"aug",5,-1,0,"unknown",134,"12","(25.7,33.4]","AboveAverage"
"957",957,72,"retired","single","tertiary","0",1285,"0","0","telephone",2,"nov",5,98,2,"failure",179,"16","(71.9,79.6]","BelowAverage"
"958",958,47,"management","married","tertiary","0",4693,"0","1","cellular",12,"nov",1,97,3,"success",89,"16","(41.1,48.8]","AboveAverage"
"959",959,34,"blue-collar","married","primary","0",-288,"1","0","unknown",19,"may",1,-1,0,"unknown",643,"12","(33.4,41.1]","Negative"
"960",960,32,"management","married","tertiary","0",92,"0","0","unknown",3,"jul",1,-1,0,"unknown",116,"9","(25.7,33.4]","BelowAverage"
"961",961,57,"technician","divorced","secondary","0",77,"1","1","cellular",29,"jan",3,246,2,"failure",168,"12","(56.5,64.2]","BelowAverage"
"962",962,59,"retired","married","secondary","0",163,"0","0","cellular",24,"jul",1,-1,0,"unknown",464,"10","(56.5,64.2]","BelowAverage"
"963",963,31,"technician","divorced","tertiary","0",0,"0","0","cellular",27,"aug",6,-1,0,"unknown",581,"17","(25.7,33.4]","Negative"
"964",964,43,"admin.","married","secondary","0",2271,"0","0","telephone",10,"nov",1,-1,0,"unknown",524,"14","(41.1,48.8]","AboveAverage"
"965",965,47,"management","married","secondary","0",458,"0","0","cellular",18,"nov",1,-1,0,"unknown",66,"17","(41.1,48.8]","BelowAverage"
"966",966,42,"blue-collar","single","secondary","0",625,"0","0","unknown",19,"jun",3,-1,0,"unknown",651,"16","(41.1,48.8]","BelowAverage"
"967",967,29,"management","single","tertiary","0",1170,"0","0","cellular",20,"apr",1,-1,0,"unknown",453,"16","(25.7,33.4]","BelowAverage"
"968",968,33,"blue-collar","single","primary","0",785,"1","0","cellular",20,"nov",1,-1,0,"unknown",139,"16","(25.7,33.4]","BelowAverage"
"969",969,30,"admin.","single","secondary","0",387,"1","0","unknown",8,"may",1,-1,0,"unknown",75,"11","(25.7,33.4]","BelowAverage"
"970",970,45,"management","married","secondary","0",1134,"0","1","cellular",9,"feb",4,-1,0,"unknown",102,"16","(41.1,48.8]","BelowAverage"
"971",971,42,"unemployed","married","tertiary","0",576,"0","0","cellular",27,"feb",1,-1,0,"unknown",156,"9","(41.1,48.8]","BelowAverage"
"972",972,26,"services","single","tertiary","0",1140,"1","0","cellular",6,"feb",2,-1,0,"unknown",984,"16","(25.7,33.4]","BelowAverage"
"973",973,27,"blue-collar","single","secondary","0",2486,"1","0","unknown",29,"may",1,-1,0,"unknown",733,"16","(25.7,33.4]","AboveAverage"
"974",974,58,"services","married","secondary","0",307,"0","0","telephone",25,"mar",2,-1,0,"unknown",282,"16","(56.5,64.2]","BelowAverage"
"975",975,51,"admin.","divorced","secondary","0",21,"0","0","cellular",23,"jul",17,-1,0,"unknown",53,"13","(48.8,56.5]","BelowAverage"
"976",976,44,"services","married","secondary","0",-627,"1","0","unknown",26,"may",2,-1,0,"unknown",373,"11","(41.1,48.8]","Negative"
"977",977,50,"admin.","divorced","secondary","0",363,"1","0","unknown",16,"may",1,-1,0,"unknown",1340,"17","(48.8,56.5]","BelowAverage"
"978",978,31,"services","divorced","primary","0",459,"1","0","cellular",7,"may",1,293,1,"success",623,"13","(25.7,33.4]","BelowAverage"
"979",979,40,"self-employed","married","tertiary","0",271,"1","0","cellular",11,"aug",4,-1,0,"unknown",265,"9","(33.4,41.1]","BelowAverage"
"980",980,46,"entrepreneur","married","secondary","0",131,"1","0","cellular",20,"apr",2,-1,0,"unknown",69,"11","(41.1,48.8]","BelowAverage"
"981",981,45,"unemployed","married","secondary","0",383,"0","0","cellular",23,"apr",1,-1,0,"unknown",293,"17","(41.1,48.8]","BelowAverage"
"982",982,41,"services","married","secondary","0",121,"1","0","cellular",17,"apr",1,324,1,"other",41,"11","(33.4,41.1]","BelowAverage"
"983",983,33,"services","married","secondary","0",386,"0","0","cellular",12,"may",1,181,5,"success",317,"12","(25.7,33.4]","BelowAverage"
"984",984,40,"blue-collar","married","primary","0",1841,"1","0","cellular",15,"may",4,-1,0,"unknown",880,"13","(33.4,41.1]","AboveAverage"
"985",985,58,"admin.","married","secondary","0",826,"0","0","unknown",12,"jun",1,-1,0,"unknown",885,"12","(56.5,64.2]","BelowAverage"
"986",986,42,"unemployed","married","secondary","0",1289,"0","0","cellular",15,"jul",4,415,2,"failure",250,"13","(41.1,48.8]","BelowAverage"
"987",987,35,"admin.","married","primary","0",-229,"1","0","cellular",5,"may",1,-1,0,"unknown",176,"14","(33.4,41.1]","Negative"
"988",988,49,"admin.","married","secondary","0",2116,"0","0","cellular",8,"aug",3,-1,0,"unknown",109,"16","(48.8,56.5]","AboveAverage"
"989",989,26,"services","single","secondary","0",127,"1","1","cellular",23,"jul",3,-1,0,"unknown",85,"11","(25.7,33.4]","BelowAverage"
"990",990,29,"student","single","tertiary","0",0,"0","0","unknown",26,"may",3,-1,0,"unknown",52,"11","(25.7,33.4]","Negative"
"991",991,38,"technician","married","tertiary","0",3234,"0","0","cellular",18,"nov",2,-1,0,"unknown",578,"14","(33.4,41.1]","AboveAverage"
"992",992,51,"blue-collar","married","secondary","0",0,"1","0","unknown",5,"may",2,-1,0,"unknown",173,"9","(48.8,56.5]","Negative"
"993",993,60,"management","married","tertiary","0",3401,"0","0","cellular",30,"oct",1,270,1,"failure",294,"11","(56.5,64.2]","AboveAverage"
"994",994,28,"technician","single","tertiary","0",386,"0","0","cellular",25,"may",1,-1,0,"unknown",867,"11","(25.7,33.4]","BelowAverage"
"995",995,35,"self-employed","single","tertiary","0",1129,"1","0","cellular",21,"nov",2,184,2,"failure",64,"14","(33.4,41.1]","BelowAverage"
"996",996,35,"technician","single","secondary","0",196,"1","0","cellular",21,"nov",1,-1,0,"unknown",318,"16","(33.4,41.1]","BelowAverage"
"997",997,52,"blue-collar","married","primary","0",994,"0","0","cellular",22,"aug",2,-1,0,"unknown",109,"10","(48.8,56.5]","BelowAverage"
"998",998,47,"housemaid","married","secondary","0",2524,"0","0","cellular",12,"oct",1,-1,0,"unknown",105,"13","(41.1,48.8]","AboveAverage"
"999",999,27,"technician","single","secondary","0",41,"1","1","cellular",25,"jul",1,-1,0,"unknown",803,"10","(25.7,33.4]","BelowAverage"
"1000",1000,35,"technician","single","tertiary","0",0,"0","0","cellular",14,"jan",7,-1,0,"unknown",187,"16","(33.4,41.1]","Negative"
"1001",1001,40,"management","married","tertiary","0",226,"1","0","cellular",12,"may",2,-1,0,"unknown",262,"16","(33.4,41.1]","BelowAverage"
"1002",1002,35,"self-employed","married","tertiary","0",1987,"0","0","cellular",8,"aug",3,-1,0,"unknown",335,"14","(33.4,41.1]","AboveAverage"
"1003",1003,30,"self-employed","single","primary","0",163,"0","0","cellular",9,"feb",3,-1,0,"unknown",224,"17","(25.7,33.4]","BelowAverage"
"1004",1004,42,"blue-collar","married","secondary","0",-274,"1","0","cellular",10,"jul",1,-1,0,"unknown",75,"14","(41.1,48.8]","Negative"
"1005",1005,48,"management","divorced","tertiary","0",-130,"1","0","cellular",29,"sep",2,61,9,"failure",110,"12","(41.1,48.8]","Negative"
"1006",1006,47,"admin.","married","secondary","0",2524,"1","0","cellular",19,"nov",1,-1,0,"unknown",50,"15","(41.1,48.8]","AboveAverage"
"1007",1007,80,"retired","married","primary","0",1021,"0","0","telephone",26,"feb",1,-1,0,"unknown",37,"11","(79.6,87.3]","BelowAverage"
"1008",1008,36,"management","married","tertiary","0",3949,"0","0","cellular",28,"jan",2,-1,0,"unknown",130,"14","(33.4,41.1]","AboveAverage"
"1009",1009,58,"retired","married","secondary","0",32948,"0","0","unknown",29,"may",2,-1,0,"unknown",364,"16","(56.5,64.2]","AboveAverage"
"1010",1010,30,"admin.","single","secondary","0",315,"1","0","cellular",14,"may",3,346,4,"failure",884,"12","(25.7,33.4]","BelowAverage"
"1011",1011,26,"entrepreneur","married","tertiary","1",144,"0","1","cellular",25,"jul",1,-1,0,"unknown",730,"12","(25.7,33.4]","BelowAverage"
"1012",1012,59,"management","married","tertiary","0",2319,"1","0","unknown",15,"may",32,-1,0,"unknown",132,"10","(56.5,64.2]","AboveAverage"
"1013",1013,39,"admin.","single","tertiary","0",23,"0","0","unknown",11,"jun",3,-1,0,"unknown",162,"15","(33.4,41.1]","BelowAverage"
"1014",1014,56,"management","married","tertiary","0",2333,"0","0","cellular",4,"may",1,-1,0,"unknown",244,"13","(48.8,56.5]","AboveAverage"
"1015",1015,38,"technician","single","tertiary","0",508,"1","1","cellular",12,"aug",2,-1,0,"unknown",1103,"9","(33.4,41.1]","BelowAverage"
"1016",1016,29,"entrepreneur","married","tertiary","0",3037,"1","0","unknown",27,"may",3,-1,0,"unknown",34,"9","(25.7,33.4]","AboveAverage"
"1017",1017,44,"blue-collar","married","secondary","0",2979,"1","0","cellular",18,"may",5,178,3,"other",18,"15","(41.1,48.8]","AboveAverage"
"1018",1018,31,"technician","married","tertiary","0",1197,"1","0","unknown",24,"jun",3,-1,0,"unknown",351,"17","(25.7,33.4]","BelowAverage"
"1019",1019,38,"blue-collar","married","primary","0",5839,"1","0","unknown",4,"jun",2,-1,0,"unknown",984,"17","(33.4,41.1]","AboveAverage"
"1020",1020,36,"blue-collar","married","unknown","0",722,"1","0","unknown",20,"may",2,-1,0,"unknown",268,"12","(33.4,41.1]","BelowAverage"
"1021",1021,40,"blue-collar","married","secondary","0",72,"1","0","unknown",26,"jun",3,-1,0,"unknown",110,"14","(33.4,41.1]","BelowAverage"
"1022",1022,34,"entrepreneur","married","primary","0",7279,"1","0","cellular",12,"may",1,-1,0,"unknown",882,"16","(33.4,41.1]","AboveAverage"
"1023",1023,51,"technician","married","secondary","0",313,"0","1","cellular",8,"jul",1,-1,0,"unknown",378,"17","(48.8,56.5]","BelowAverage"
"1024",1024,59,"retired","married","secondary","0",25947,"0","0","cellular",13,"aug",2,-1,0,"unknown",292,"9","(56.5,64.2]","AboveAverage"
"1025",1025,23,"student","single","secondary","0",431,"0","0","cellular",15,"feb",3,186,2,"success",201,"13","(17.9,25.7]","BelowAverage"
"1026",1026,45,"management","married","tertiary","0",849,"0","0","unknown",13,"may",1,-1,0,"unknown",60,"12","(41.1,48.8]","BelowAverage"
"1027",1027,62,"retired","married","secondary","0",1495,"0","0","cellular",13,"oct",1,57,2,"success",896,"16","(56.5,64.2]","BelowAverage"
"1028",1028,42,"technician","married","tertiary","0",849,"0","0","cellular",13,"aug",2,-1,0,"unknown",403,"17","(41.1,48.8]","BelowAverage"
"1029",1029,34,"blue-collar","single","unknown","0",-90,"1","0","cellular",18,"may",1,370,1,"failure",20,"12","(33.4,41.1]","Negative"
"1030",1030,39,"blue-collar","married","secondary","1",-931,"1","0","unknown",28,"may",5,-1,0,"unknown",92,"15","(33.4,41.1]","Negative"
"1031",1031,36,"services","divorced","secondary","0",82,"1","0","cellular",10,"jul",1,-1,0,"unknown",226,"12","(33.4,41.1]","BelowAverage"
"1032",1032,57,"housemaid","married","primary","0",2785,"0","0","cellular",11,"aug",4,-1,0,"unknown",610,"10","(56.5,64.2]","AboveAverage"
"1033",1033,58,"admin.","divorced","secondary","0",1947,"0","0","telephone",26,"oct",1,-1,0,"unknown",228,"14","(56.5,64.2]","AboveAverage"
"1034",1034,45,"blue-collar","married","primary","0",-485,"1","0","cellular",7,"aug",2,-1,0,"unknown",122,"13","(41.1,48.8]","Negative"
"1035",1035,49,"technician","divorced","tertiary","0",1807,"1","0","cellular",12,"mar",1,-1,0,"unknown",229,"15","(48.8,56.5]","AboveAverage"
"1036",1036,61,"retired","married","secondary","0",938,"0","0","cellular",15,"jul",2,183,3,"success",392,"15","(56.5,64.2]","BelowAverage"
"1037",1037,39,"unemployed","married","secondary","0",2245,"0","0","cellular",21,"nov",2,-1,0,"unknown",749,"17","(33.4,41.1]","AboveAverage"
"1038",1038,36,"self-employed","single","tertiary","0",1240,"0","0","cellular",31,"jul",3,-1,0,"unknown",812,"15","(33.4,41.1]","BelowAverage"
"1039",1039,34,"management","married","tertiary","0",611,"0","0","cellular",2,"jun",1,-1,0,"unknown",350,"16","(33.4,41.1]","BelowAverage"
"1040",1040,33,"blue-collar","married","primary","0",35,"0","0","cellular",15,"may",3,-1,0,"unknown",47,"10","(25.7,33.4]","BelowAverage"
"1041",1041,67,"retired","married","unknown","0",2540,"0","0","telephone",14,"jun",5,116,4,"other",278,"11","(64.2,71.9]","AboveAverage"
"1042",1042,29,"unemployed","single","secondary","0",523,"0","0","cellular",5,"feb",1,-1,0,"unknown",351,"9","(25.7,33.4]","BelowAverage"
"1043",1043,31,"technician","single","tertiary","0",882,"0","0","cellular",4,"sep",1,93,1,"success",293,"12","(25.7,33.4]","BelowAverage"
"1044",1044,37,"blue-collar","married","primary","0",655,"1","0","cellular",5,"feb",2,258,4,"failure",127,"14","(33.4,41.1]","BelowAverage"
"1045",1045,36,"services","married","primary","0",413,"1","0","telephone",13,"may",1,176,1,"failure",60,"12","(33.4,41.1]","BelowAverage"
"1046",1046,73,"retired","divorced","primary","0",2308,"0","0","telephone",30,"mar",2,-1,0,"unknown",163,"13","(71.9,79.6]","AboveAverage"
"1047",1047,44,"services","married","secondary","0",1422,"1","0","unknown",20,"may",8,-1,0,"unknown",129,"15","(41.1,48.8]","BelowAverage"
"1048",1048,41,"blue-collar","married","unknown","0",665,"1","0","unknown",19,"may",3,-1,0,"unknown",142,"9","(33.4,41.1]","BelowAverage"
"1049",1049,27,"management","married","tertiary","0",802,"0","0","cellular",22,"sep",1,-1,0,"unknown",569,"9","(25.7,33.4]","BelowAverage"
"1050",1050,29,"admin.","divorced","secondary","0",0,"0","0","unknown",9,"may",1,-1,0,"unknown",393,"12","(25.7,33.4]","Negative"
"1051",1051,37,"admin.","married","secondary","0",1967,"0","0","telephone",27,"oct",1,-1,0,"unknown",376,"16","(33.4,41.1]","AboveAverage"
"1052",1052,34,"management","married","tertiary","0",519,"0","0","cellular",11,"aug",3,-1,0,"unknown",57,"14","(33.4,41.1]","BelowAverage"
"1053",1053,49,"management","single","tertiary","0",7443,"0","0","telephone",19,"jun",5,211,2,"failure",293,"13","(48.8,56.5]","AboveAverage"
"1054",1054,32,"technician","single","secondary","0",3297,"0","0","cellular",11,"aug",2,-1,0,"unknown",99,"13","(25.7,33.4]","AboveAverage"
"1055",1055,30,"management","single","tertiary","0",30,"0","0","cellular",21,"aug",5,-1,0,"unknown",220,"13","(25.7,33.4]","BelowAverage"
"1056",1056,48,"blue-collar","married","secondary","0",794,"0","0","cellular",11,"aug",6,-1,0,"unknown",135,"11","(41.1,48.8]","BelowAverage"
"1057",1057,50,"blue-collar","married","secondary","0",74,"1","1","unknown",27,"may",1,-1,0,"unknown",146,"15","(48.8,56.5]","BelowAverage"
"1058",1058,25,"student","single","secondary","0",203,"0","0","cellular",4,"may",1,-1,0,"unknown",108,"14","(17.9,25.7]","BelowAverage"
"1059",1059,32,"housemaid","married","primary","0",163,"0","0","cellular",13,"aug",2,-1,0,"unknown",132,"13","(25.7,33.4]","BelowAverage"
"1060",1060,31,"self-employed","single","tertiary","0",1815,"0","0","telephone",30,"apr",1,80,1,"success",107,"15","(25.7,33.4]","AboveAverage"
"1061",1061,36,"blue-collar","married","secondary","0",6290,"1","0","unknown",3,"jun",20,-1,0,"unknown",19,"11","(33.4,41.1]","AboveAverage"
"1062",1062,25,"blue-collar","single","secondary","0",2354,"0","1","unknown",27,"may",1,-1,0,"unknown",98,"13","(17.9,25.7]","AboveAverage"
"1063",1063,34,"blue-collar","married","primary","0",3527,"1","0","cellular",21,"nov",1,-1,0,"unknown",1022,"11","(33.4,41.1]","AboveAverage"
"1064",1064,57,"management","divorced","tertiary","0",6468,"1","0","cellular",31,"mar",4,-1,0,"unknown",684,"15","(56.5,64.2]","AboveAverage"
"1065",1065,73,"retired","divorced","tertiary","0",3203,"0","0","cellular",20,"apr",1,-1,0,"unknown",148,"11","(71.9,79.6]","AboveAverage"
"1066",1066,29,"management","single","tertiary","0",502,"0","0","cellular",8,"jul",1,87,5,"failure",968,"11","(25.7,33.4]","BelowAverage"
"1067",1067,32,"entrepreneur","married","tertiary","0",11591,"1","0","cellular",18,"nov",1,-1,0,"unknown",43,"14","(25.7,33.4]","AboveAverage"
"1068",1068,38,"housemaid","married","secondary","0",-278,"1","0","cellular",28,"jul",2,-1,0,"unknown",143,"13","(33.4,41.1]","Negative"
"1069",1069,52,"retired","divorced","tertiary","0",-309,"1","0","unknown",19,"jun",2,-1,0,"unknown",500,"9","(48.8,56.5]","Negative"
"1070",1070,34,"management","single","tertiary","0",7263,"1","0","telephone",6,"apr",1,-1,0,"unknown",86,"16","(33.4,41.1]","AboveAverage"
"1071",1071,58,"blue-collar","married","secondary","0",602,"1","0","cellular",13,"may",1,-1,0,"unknown",201,"9","(56.5,64.2]","BelowAverage"
"1072",1072,36,"self-employed","married","tertiary","0",7343,"0","0","cellular",17,"nov",1,-1,0,"unknown",78,"14","(33.4,41.1]","AboveAverage"
"1073",1073,38,"admin.","married","tertiary","0",1988,"0","0","cellular",2,"jun",1,67,4,"success",103,"16","(33.4,41.1]","AboveAverage"
"1074",1074,32,"admin.","married","tertiary","0",57,"0","0","cellular",9,"jul",2,-1,0,"unknown",530,"12","(25.7,33.4]","BelowAverage"
"1075",1075,37,"unemployed","married","secondary","0",1978,"0","0","cellular",9,"sep",1,182,1,"success",404,"11","(33.4,41.1]","AboveAverage"
"1076",1076,29,"technician","single","secondary","0",-219,"1","0","cellular",15,"may",3,368,2,"failure",85,"12","(25.7,33.4]","Negative"
"1077",1077,37,"management","married","primary","0",1506,"0","0","cellular",2,"nov",3,80,3,"success",101,"12","(33.4,41.1]","BelowAverage"
"1078",1078,59,"management","married","tertiary","0",3342,"0","0","cellular",18,"mar",2,188,6,"other",467,"12","(56.5,64.2]","AboveAverage"
"1079",1079,32,"management","married","tertiary","0",210,"0","0","cellular",14,"jul",3,-1,0,"unknown",121,"17","(25.7,33.4]","BelowAverage"
