"Id_duplicate","Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CarInsurance","CallDuration","CallHour","AgeBinEW","AgeBinEF","BalanceBin","BalanceBinEF","WithinMonth","WithinMonthEF","PrevAttempsToDaysPassed","PAtDPEF"
"683",683,36,"technician","single","primary","0",2169,"1","0","cellular",18,"nov",2,110,3,"other","0",133,"10","(33.4,41.1]","[32,37)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0.0272727272727273,"[0.00482,8.00000]"
"684",684,43,"retired","married","primary","0",400,"1","0","telephone",28,"jul",3,-1,0,"unknown","0",282,"17","(41.1,48.8]","[37,44)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"685",685,24,"admin.","single","secondary","0",172,"0","0","cellular",3,"feb",1,-1,0,"unknown","0",114,"11","(17.9,25.7]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0,"0.00000"
"686",686,56,"blue-collar","married","primary","0",3498,"0","0","cellular",15,"apr",2,-1,0,"unknown","1",264,"15","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"687",687,25,"management","single","tertiary","0",2305,"0","0","cellular",12,"aug",2,104,2,"failure","0",222,"9","(17.9,25.7]","[18,32)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0.0192307692307692,"[0.00482,8.00000]"
"688",688,31,"technician","single","tertiary","0",1051,"0","0","cellular",25,"aug",4,-1,0,"unknown","0",106,"13","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"689",689,48,"services","married","secondary","0",11516,"0","0","unknown",11,"jun",8,-1,0,"unknown","0",399,"17","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[ 7,12)",0,"0.00000"
"690",690,59,"unemployed","married","secondary","0",1625,"0","0","cellular",4,"aug",1,180,2,"success","1",198,"13","(56.5,64.2]","[52,95]","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0.0111111111111111,"[0.00482,8.00000]"
"691",691,35,"blue-collar","single","secondary","0",1017,"0","0","unknown",6,"jun",2,-1,0,"unknown","0",53,"13","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"692",692,46,"blue-collar","married","secondary","0",78,"1","1","unknown",7,"may",1,-1,0,"unknown","0",145,"16","(41.1,48.8]","[44,52)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"693",693,47,"management","married","tertiary","0",866,"0","0","unknown",20,"jun",7,-1,0,"unknown","0",7,"9","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"694",694,29,"management","single","tertiary","0",874,"1","0","cellular",16,"sep",1,103,1,"success","1",152,"10","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0.00970873786407767,"[0.00482,8.00000]"
"695",695,52,"blue-collar","divorced","primary","0",-191,"1","0","unknown",15,"may",1,-1,0,"unknown","1",755,"9","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[12,17)",0,"0.00000"
"696",696,51,"management","married","primary","0",98,"1","0","unknown",7,"may",2,-1,0,"unknown","0",114,"14","(48.8,56.5]","[44,52)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"697",697,49,"retired","divorced","secondary","0",224,"0","1","cellular",31,"jul",4,-1,0,"unknown","0",79,"12","(48.8,56.5]","[44,52)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"698",698,47,"technician","single","secondary","0",600,"0","1","cellular",4,"aug",2,-1,0,"unknown","0",173,"13","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"699",699,58,"retired","divorced","tertiary","0",5253,"0","0","cellular",9,"apr",4,295,3,"failure","0",162,"9","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0.0101694915254237,"[0.00482,8.00000]"
"700",700,37,"technician","divorced","secondary","0",3068,"1","1","cellular",20,"nov",2,195,1,"other","1",370,"12","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0.00512820512820513,"[0.00482,8.00000]"
"701",701,44,"blue-collar","single","unknown","0",2167,"1","0","unknown",7,"may",1,-1,0,"unknown","0",1273,"9","(41.1,48.8]","[44,52)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0,"0.00000"
"702",702,32,"technician","single","tertiary","0",0,"0","0","cellular",7,"aug",2,-1,0,"unknown","0",268,"10","(25.7,33.4]","[32,37)","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"703",703,31,"management","single","tertiary","0",1017,"0","0","cellular",2,"feb",1,-1,0,"unknown","0",83,"9","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"704",704,44,"technician","married","tertiary","0",1818,"1","1","cellular",3,"feb",1,92,4,"failure","1",508,"12","(41.1,48.8]","[44,52)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0.0434782608695652,"[0.00482,8.00000]"
"705",705,50,"management","married","tertiary","0",290,"0","1","cellular",8,"aug",2,-1,0,"unknown","0",50,"16","(48.8,56.5]","[44,52)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"706",706,38,"admin.","married","secondary","0",3091,"1","0","cellular",24,"jul",2,-1,0,"unknown","0",13,"12","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0,"0.00000"
"707",707,32,"admin.","divorced","secondary","0",1288,"1","0","cellular",12,"may",1,-1,0,"unknown","0",286,"14","(25.7,33.4]","[32,37)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"708",708,31,"management","single","tertiary","0",-24,"1","1","unknown",3,"jun",6,-1,0,"unknown","0",589,"10","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0,"0.00000"
"709",709,51,"blue-collar","married","secondary","0",-286,"1","0","unknown",9,"may",1,-1,0,"unknown","0",70,"12","(48.8,56.5]","[44,52)","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"710",710,38,"management","married","tertiary","0",0,"1","0","cellular",26,"aug",38,-1,0,"unknown","0",22,"17","(33.4,41.1]","[37,44)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"711",711,29,"blue-collar","married","secondary","0",5903,"1","0","unknown",8,"may",1,-1,0,"unknown","0",194,"9","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 7,12)",0,"0.00000"
"712",712,31,"technician","divorced","secondary","0",105,"1","0","cellular",16,"jul",1,-1,0,"unknown","0",72,"16","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"713",713,22,"management","single","tertiary","0",104,"0","1","cellular",16,"apr",3,-1,0,"unknown","1",330,"11","(17.9,25.7]","[18,32)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"714",714,30,"technician","married","secondary","0",289,"1","0","cellular",14,"aug",4,-1,0,"unknown","1",1184,"13","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"715",715,50,"technician","married","secondary","0",2218,"1","0","cellular",17,"aug",1,-1,0,"unknown","1",711,"10","(48.8,56.5]","[44,52)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"716",716,30,"admin.","single","secondary","0",3528,"0","0","cellular",4,"aug",1,92,2,"failure","1",250,"15","(25.7,33.4]","[18,32)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0.0217391304347826,"[0.00482,8.00000]"
"717",717,44,"blue-collar","single","primary","0",36,"1","0","cellular",15,"may",1,371,2,"failure","1",551,"13","(41.1,48.8]","[44,52)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0.00539083557951483,"[0.00482,8.00000]"
"718",718,26,"technician","single","secondary","0",668,"1","0","unknown",28,"may",3,-1,0,"unknown","1",576,"15","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"719",719,44,"admin.","married","secondary","0",399,"1","1","unknown",3,"jun",2,-1,0,"unknown","0",271,"15","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","EarlyMonth","[ 1, 7)",0,"0.00000"
"720",720,31,"admin.","single","secondary","0",1588,"1","0","unknown",3,"jun",1,-1,0,"unknown","0",14,"14","(25.7,33.4]","[18,32)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0,"0.00000"
"721",721,58,"technician","married","primary","1",-247,"0","0","unknown",6,"jun",1,-1,0,"unknown","0",179,"12","(56.5,64.2]","[52,95]","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0,"0.00000"
"722",722,38,"entrepreneur","married","tertiary","0",946,"1","0","cellular",11,"may",1,-1,0,"unknown","0",69,"17","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","MidMonth","[ 7,12)",0,"0.00000"
"723",723,22,"blue-collar","married","secondary","0",-295,"1","0","unknown",26,"jun",2,-1,0,"unknown","0",150,"14","(17.9,25.7]","[18,32)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"724",724,51,"retired","divorced","secondary","0",1679,"0","0","cellular",12,"aug",1,365,9,"other","1",417,"11","(48.8,56.5]","[44,52)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0.0246575342465753,"[0.00482,8.00000]"
"725",725,49,"blue-collar","single","primary","0",566,"1","0","cellular",25,"jul",2,-1,0,"unknown","1",979,"16","(48.8,56.5]","[44,52)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"726",726,38,"technician","single","tertiary","0",1727,"0","0","telephone",2,"aug",2,185,6,"other","0",141,"16","(33.4,41.1]","[37,44)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 1, 7)",0.0324324324324324,"[0.00482,8.00000]"
"727",727,56,"self-employed","married","unknown","0",0,"0","0","cellular",19,"aug",1,-1,0,"unknown","0",130,"13","(48.8,56.5]","[52,95]","Negative","[-3058,   14)","MidMonth","[17,21)",0,"0.00000"
"728",728,42,"management","married","tertiary","0",3713,"0","0","cellular",19,"nov",2,-1,0,"unknown","1",709,"15","(41.1,48.8]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"729",729,51,"management","single","tertiary","0",2139,"0","0","cellular",17,"nov",2,-1,0,"unknown","0",176,"10","(48.8,56.5]","[44,52)","AboveAverage","[ 1075, 2557)","MidMonth","[17,21)",0,"0.00000"
"730",730,35,"blue-collar","divorced","primary","0",1077,"1","0","cellular",12,"may",6,-1,0,"unknown","0",25,"9","(33.4,41.1]","[32,37)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"731",731,35,"admin.","single","tertiary","0",994,"0","0","cellular",2,"feb",2,-1,0,"unknown","0",75,"17","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"732",732,47,"admin.","married","primary","0",192,"1","0","unknown",7,"may",1,-1,0,"unknown","0",47,"9","(41.1,48.8]","[44,52)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"733",733,39,"management","married","tertiary","0",141,"1","0","cellular",13,"may",2,331,6,"other","0",788,"14","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0.0181268882175227,"[0.00482,8.00000]"
"734",734,39,"entrepreneur","married","tertiary","0",628,"1","0","cellular",9,"jul",1,-1,0,"unknown","0",97,"12","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0,"0.00000"
"735",735,34,"blue-collar","married","secondary","0",262,"0","0","cellular",15,"sep",2,106,1,"success","1",89,"11","(33.4,41.1]","[32,37)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0.00943396226415094,"[0.00482,8.00000]"
"736",736,34,"technician","divorced","tertiary","0",66,"0","1","cellular",19,"aug",2,-1,0,"unknown","0",74,"17","(33.4,41.1]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0,"0.00000"
"737",737,33,"admin.","married","secondary","0",543,"1","0","cellular",7,"may",2,-1,0,"unknown","0",244,"12","(25.7,33.4]","[32,37)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"738",738,41,"blue-collar","married","primary","0",0,"0","0","cellular",31,"jul",2,-1,0,"unknown","0",22,"16","(33.4,41.1]","[37,44)","Negative","[-3058,   14)","LateMonth","[27,31]",0,"0.00000"
"739",739,33,"management","married","tertiary","0",191,"0","0","cellular",13,"aug",2,-1,0,"unknown","1",1148,"14","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"740",740,36,"technician","divorced","secondary","0",-435,"1","0","unknown",2,"jun",8,-1,0,"unknown","0",85,"15","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0,"0.00000"
"741",741,62,"unemployed","married","secondary","0",780,"0","0","cellular",28,"aug",2,-1,0,"unknown","1",162,"12","(56.5,64.2]","[52,95]","BelowAverage","[  549, 1075)","LateMonth","[27,31]",0,"0.00000"
"742",742,29,"blue-collar","single","primary","0",231,"1","0","unknown",28,"may",1,-1,0,"unknown","0",122,"11","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","LateMonth","[27,31]",0,"0.00000"
"743",743,33,"management","single","tertiary","0",1781,"0","0","cellular",8,"oct",2,183,1,"success","1",611,"11","(25.7,33.4]","[32,37)","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0.00546448087431694,"[0.00482,8.00000]"
"744",744,77,"retired","married","primary","0",2223,"0","0","telephone",10,"aug",2,187,1,"success","0",365,"13","(71.9,79.6]","[52,95]","AboveAverage","[ 1075, 2557)","EarlyMonth","[ 7,12)",0.0053475935828877,"[0.00482,8.00000]"
"745",745,26,"entrepreneur","single","secondary","0",101,"1","0","cellular",5,"feb",1,268,1,"failure","1",810,"15","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0.00373134328358209,"[0.00119,0.00482)"
"746",746,53,"retired","married","secondary","0",665,"1","0","cellular",22,"apr",2,-1,0,"unknown","1",371,"13","(48.8,56.5]","[52,95]","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"747",747,51,"blue-collar","married","primary","0",7098,"0","0","cellular",6,"aug",7,-1,0,"unknown","1",1471,"13","(48.8,56.5]","[44,52)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0,"0.00000"
"748",748,34,"management","married","tertiary","0",828,"0","1","cellular",11,"aug",3,-1,0,"unknown","1",1080,"12","(33.4,41.1]","[32,37)","BelowAverage","[  549, 1075)","MidMonth","[ 7,12)",0,"0.00000"
"749",749,37,"management","single","tertiary","0",6964,"0","0","cellular",19,"nov",3,-1,0,"unknown","0",223,"11","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"750",750,30,"blue-collar","married","secondary","0",501,"1","1","cellular",20,"nov",1,177,1,"failure","1",994,"10","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0.00564971751412429,"[0.00482,8.00000]"
"751",751,32,"blue-collar","married","primary","0",187,"0","0","cellular",9,"jul",1,-1,0,"unknown","0",91,"9","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"752",752,47,"blue-collar","married","secondary","0",863,"1","0","unknown",19,"may",2,-1,0,"unknown","1",943,"12","(41.1,48.8]","[44,52)","BelowAverage","[  549, 1075)","MidMonth","[17,21)",0,"0.00000"
"753",753,38,"services","single","secondary","0",895,"1","0","cellular",12,"may",1,-1,0,"unknown","1",1531,"11","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0,"0.00000"
"754",754,52,"technician","married","secondary","0",150,"1","0","telephone",21,"jul",3,-1,0,"unknown","0",177,"10","(48.8,56.5]","[52,95]","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"755",755,32,"services","single","secondary","0",133,"0","0","cellular",15,"apr",1,-1,0,"unknown","1",171,"14","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"756",756,36,"blue-collar","married","secondary","0",74,"1","0","cellular",8,"may",2,-1,0,"unknown","0",168,"16","(33.4,41.1]","[32,37)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"757",757,58,"management","married","tertiary","0",1384,"1","0","cellular",27,"mar",1,-1,0,"unknown","1",342,"15","(56.5,64.2]","[52,95]","BelowAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"758",758,37,"technician","single","tertiary","0",1894,"1","0","cellular",12,"may",1,351,7,"other","0",1925,"11","(33.4,41.1]","[37,44)","AboveAverage","[ 1075, 2557)","MidMonth","[12,17)",0.0199430199430199,"[0.00482,8.00000]"
"759",759,33,"admin.","married","secondary","0",920,"0","0","cellular",16,"nov",1,95,2,"failure","1",130,"9","(25.7,33.4]","[32,37)","BelowAverage","[  549, 1075)","MidMonth","[12,17)",0.0210526315789474,"[0.00482,8.00000]"
"760",760,34,"management","single","tertiary","0",13014,"0","0","cellular",13,"aug",1,-1,0,"unknown","1",738,"13","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"761",761,48,"management","married","tertiary","0",288,"0","0","cellular",18,"aug",3,-1,0,"unknown","0",585,"17","(41.1,48.8]","[44,52)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"762",762,49,"housemaid","married","primary","0",0,"1","0","cellular",25,"jul",3,-1,0,"unknown","0",42,"16","(48.8,56.5]","[44,52)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"763",763,32,"technician","married","primary","0",62,"1","1","unknown",13,"may",1,-1,0,"unknown","0",120,"10","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"764",764,24,"student","single","secondary","0",160,"0","0","cellular",4,"may",2,-1,0,"unknown","0",109,"15","(17.9,25.7]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 1, 7)",0,"0.00000"
"765",765,43,"management","divorced","tertiary","0",388,"1","0","unknown",8,"may",2,-1,0,"unknown","1",2087,"11","(41.1,48.8]","[37,44)","BelowAverage","[  229,  549)","EarlyMonth","[ 7,12)",0,"0.00000"
"766",766,31,"technician","single","tertiary","0",882,"0","0","cellular",3,"jun",1,-1,0,"unknown","1",411,"10","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"767",767,52,"admin.","married","secondary","0",5517,"1","1","cellular",29,"jul",2,-1,0,"unknown","0",163,"14","(48.8,56.5]","[52,95]","AboveAverage","[ 2557,52587]","LateMonth","[27,31]",0,"0.00000"
"768",768,34,"blue-collar","married","unknown","0",391,"1","1","unknown",23,"may",2,-1,0,"unknown","0",34,"9","(33.4,41.1]","[32,37)","BelowAverage","[  229,  549)","LateMonth","[21,27)",0,"0.00000"
"769",769,52,"technician","married","secondary","0",1373,"0","0","cellular",27,"oct",1,-1,0,"unknown","0",157,"14","(48.8,56.5]","[52,95]","BelowAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"770",770,27,"services","single","secondary","0",54,"1","0","unknown",28,"may",2,-1,0,"unknown","1",543,"12","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"771",771,43,"management","married","tertiary","0",938,"1","0","cellular",9,"feb",2,-1,0,"unknown","0",71,"13","(41.1,48.8]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0,"0.00000"
"772",772,35,"blue-collar","married","primary","0",1116,"1","0","unknown",12,"jun",1,-1,0,"unknown","0",124,"15","(33.4,41.1]","[32,37)","BelowAverage","[ 1075, 2557)","MidMonth","[12,17)",0,"0.00000"
"773",773,34,"self-employed","married","tertiary","0",0,"1","0","cellular",10,"jul",1,-1,0,"unknown","0",95,"11","(33.4,41.1]","[32,37)","Negative","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"774",774,28,"management","married","tertiary","0",12,"1","0","cellular",9,"sep",1,-1,0,"unknown","1",202,"13","(25.7,33.4]","[18,32)","BelowAverage","[-3058,   14)","EarlyMonth","[ 7,12)",0,"0.00000"
"775",775,36,"unemployed","married","tertiary","0",4145,"0","0","unknown",20,"jun",4,-1,0,"unknown","1",988,"9","(33.4,41.1]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"776",776,53,"management","married","primary","0",798,"1","0","telephone",2,"feb",1,217,2,"failure","0",45,"13","(48.8,56.5]","[52,95]","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0.00921658986175115,"[0.00482,8.00000]"
"777",777,42,"blue-collar","single","primary","0",1628,"1","0","cellular",25,"jul",8,-1,0,"unknown","1",590,"10","(41.1,48.8]","[37,44)","AboveAverage","[ 1075, 2557)","LateMonth","[21,27)",0,"0.00000"
"778",778,51,"management","married","tertiary","0",2635,"0","0","cellular",1,"sep",1,98,2,"failure","1",181,"14","(48.8,56.5]","[44,52)","AboveAverage","[ 2557,52587]","EarlyMonth","[ 1, 7)",0.0204081632653061,"[0.00482,8.00000]"
"779",779,49,"services","married","secondary","0",202,"1","0","cellular",17,"nov",2,104,1,"failure","1",651,"14","(48.8,56.5]","[44,52)","BelowAverage","[   14,  229)","MidMonth","[17,21)",0.00961538461538462,"[0.00482,8.00000]"
"780",780,32,"management","single","tertiary","0",4262,"1","0","cellular",20,"apr",1,152,1,"failure","0",246,"12","(25.7,33.4]","[32,37)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0.00657894736842105,"[0.00482,8.00000]"
"781",781,41,"self-employed","married","secondary","0",149,"1","0","unknown",15,"may",1,-1,0,"unknown","0",27,"14","(33.4,41.1]","[37,44)","BelowAverage","[   14,  229)","MidMonth","[12,17)",0,"0.00000"
"782",782,32,"technician","divorced","secondary","0",211,"1","1","unknown",29,"may",4,-1,0,"unknown","0",230,"11","(25.7,33.4]","[32,37)","BelowAverage","[   14,  229)","LateMonth","[27,31]",0,"0.00000"
"783",783,38,"management","married","tertiary","0",980,"0","0","unknown",3,"jun",5,-1,0,"unknown","0",662,"14","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"784",784,39,"management","married","secondary","0",-473,"1","0","cellular",6,"may",1,-1,0,"unknown","0",318,"11","(33.4,41.1]","[37,44)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0,"0.00000"
"785",785,38,"self-employed","single","tertiary","0",973,"0","0","cellular",4,"feb",1,-1,0,"unknown","0",138,"13","(33.4,41.1]","[37,44)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"786",786,28,"admin.","married","secondary","0",934,"1","0","unknown",4,"jul",2,-1,0,"unknown","0",53,"13","(25.7,33.4]","[18,32)","BelowAverage","[  549, 1075)","EarlyMonth","[ 1, 7)",0,"0.00000"
"787",787,37,"admin.","divorced","secondary","0",3834,"1","0","unknown",21,"may",1,-1,0,"unknown","0",72,"13","(33.4,41.1]","[37,44)","AboveAverage","[ 2557,52587]","LateMonth","[21,27)",0,"0.00000"
"788",788,59,"blue-collar","married","primary","0",-546,"0","0","cellular",25,"aug",6,-1,0,"unknown","1",1152,"16","(56.5,64.2]","[52,95]","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"789",789,46,"management","married","tertiary","0",2817,"0","0","cellular",17,"sep",1,-1,0,"unknown","1",543,"13","(41.1,48.8]","[44,52)","AboveAverage","[ 2557,52587]","MidMonth","[17,21)",0,"0.00000"
"790",790,25,"technician","single","secondary","0",1105,"1","0","cellular",30,"apr",1,13,1,"failure","0",195,"16","(17.9,25.7]","[18,32)","BelowAverage","[ 1075, 2557)","LateMonth","[27,31]",0.0769230769230769,"[0.00482,8.00000]"
"791",791,26,"technician","married","secondary","0",47,"1","0","unknown",9,"may",2,-1,0,"unknown","0",282,"17","(25.7,33.4]","[18,32)","BelowAverage","[   14,  229)","EarlyMonth","[ 7,12)",0,"0.00000"
"792",792,60,"housemaid","married","unknown","0",2769,"0","0","cellular",13,"aug",2,-1,0,"unknown","0",96,"12","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0,"0.00000"
"793",793,79,"retired","divorced","secondary","0",631,"0","0","telephone",9,"aug",5,182,3,"failure","0",440,"13","(71.9,79.6]","[52,95]","BelowAverage","[  549, 1075)","EarlyMonth","[ 7,12)",0.0164835164835165,"[0.00482,8.00000]"
"794",794,59,"technician","married","primary","0",4198,"0","0","cellular",14,"jan",1,91,10,"success","1",309,"15","(56.5,64.2]","[52,95]","AboveAverage","[ 2557,52587]","MidMonth","[12,17)",0.10989010989011,"[0.00482,8.00000]"
"795",795,52,"management","single","tertiary","0",83,"0","0","cellular",26,"aug",6,-1,0,"unknown","1",1223,"10","(48.8,56.5]","[52,95]","BelowAverage","[   14,  229)","LateMonth","[21,27)",0,"0.00000"
"796",796,27,"blue-collar","single","secondary","0",294,"1","0","cellular",18,"may",2,-1,0,"unknown","0",466,"11","(25.7,33.4]","[18,32)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"797",797,33,"student","single","unknown","0",1170,"0","0","cellular",30,"apr",1,-1,0,"unknown","1",352,"16","(25.7,33.4]","[32,37)","BelowAverage","[ 1075, 2557)","LateMonth","[27,31]",0,"0.00000"
"798",798,33,"management","divorced","tertiary","0",990,"1","0","cellular",24,"jul",2,-1,0,"unknown","1",1491,"14","(25.7,33.4]","[32,37)","BelowAverage","[  549, 1075)","LateMonth","[21,27)",0,"0.00000"
"799",799,28,"blue-collar","single","secondary","0",-46,"1","0","cellular",1,"jun",2,91,12,"success","1",154,"17","(25.7,33.4]","[18,32)","Negative","[-3058,   14)","EarlyMonth","[ 1, 7)",0.131868131868132,"[0.00482,8.00000]"
"800",800,37,"admin.","married","unknown","0",497,"1","0","telephone",19,"nov",2,-1,0,"unknown","0",178,"9","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[17,21)",0,"0.00000"
"801",801,38,"blue-collar","married","primary","0",290,"1","0","cellular",16,"apr",1,-1,0,"unknown","0",283,"16","(33.4,41.1]","[37,44)","BelowAverage","[  229,  549)","MidMonth","[12,17)",0,"0.00000"
"802",802,47,"management","married","tertiary","0",0,"0","1","cellular",21,"aug",1,-1,0,"unknown","1",374,"10","(41.1,48.8]","[44,52)","Negative","[-3058,   14)","LateMonth","[21,27)",0,"0.00000"
"803",803,56,"admin.","married","secondary","0",360,"1","1","cellular",24,"jul",2,-1,0,"unknown","0",98,"13","(48.8,56.5]","[52,95]","BelowAverage","[  229,  549)","LateMonth","[21,27)",0,"0.00000"
